"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
3.588103854E1;5.104658282E1;1.375743966E1;1.184188934E2;5.684533119E0;1.199567795E2;5.159881115E0;3.000000000E0
3.688105755E1;5.104655397E1;1.375750970E1;1.183296242E2;5.738285065E0;1.205014038E2;5.160561562E0;3.000000000E0
3.788106754E1;5.104652856E1;1.375758121E1;1.181384942E2;5.730583668E0;1.199276733E2;5.139812469E0;3.000000000E0
3.888108555E1;5.104650190E1;1.375765122E1;1.178563094E2;5.672524452E0;1.211045380E2;5.140523911E0;3.000000000E0
3.988114654E1;5.104647570E1;1.375772161E1;1.176393023E2;5.757901192E0;1.197743759E2;4.635219097E0;3.000000000E0
4.088111454E1;5.104644968E1;1.375779293E1;1.174335292E2;5.916345596E0;1.193230515E2;5.163287163E0;3.000000000E0
4.188113254E1;5.104642115E1;1.375786265E1;1.171286088E2;5.648149014E0;1.240157166E2;5.142658234E0;3.000000000E0
4.288113954E1;5.104639185E1;1.375792904E1;1.169226650E2;5.628992081E0;1.236442337E2;4.588841438E0;3.000000000E0
4.388115954E1;5.104636393E1;1.375799427E1;1.167263998E2;5.725414753E0;1.228843918E2;4.635912895E0;3.000000000E0
4.488117555E1;5.104633640E1;1.375805828E1;1.166310122E2;5.305620670E0;1.231928711E2;5.144798279E0;3.000000000E0
4.588119154E1;5.104631158E1;1.375812243E1;1.164800923E2;5.008836269E0;1.220297546E2;4.433815002E0;3.000000000E0
4.688121054E1;5.104629001E1;1.375818754E1;1.164146761E2;5.014465332E0;1.152460251E2;5.206882477E0;3.000000000E0
4.788122554E1;5.104627622E1;1.375825630E1;1.163063421E2;5.145502567E0;1.050024872E2;5.207433701E0;3.000000000E0
4.888123854E1;5.104627348E1;1.375832941E1;1.163084333E2;5.125569344E0;8.651390076E1;5.207983017E0;3.000000000E0
4.988125254E1;5.104628143E1;1.375840375E1;1.162919285E2;5.378903389E0;7.871759796E1;5.208536148E0;3.000000000E0
5.088126754E1;5.104629502E1;1.375847957E1;1.161377645E2;5.510544777E0;7.181878662E1;5.209088326E0;3.000000000E0
5.188128354E1;5.104631516E1;1.375855541E1;1.160994343E2;5.728753567E0;6.673188019E1;4.435489178E0;3.000000000E0
5.288129854E1;5.104633793E1;1.375863137E1;1.160721602E2;6.072033405E0;6.601653290E1;4.435769081E0;3.000000000E0
5.388131254E1;5.104635766E1;1.375871086E1;1.160690246E2;6.085586548E0;6.957589722E1;5.151212692E0;3.000000000E0
5.488133055E1;5.104637437E1;1.375879290E1;1.159798382E2;6.080842495E0;7.454347992E1;5.151921272E0;3.000000000E0
5.588134155E1;5.104638627E1;1.375887793E1;1.159661774E2;6.074300766E0;7.843542480E1;5.152632713E0;3.000000000E0
5.688136055E1;5.104639351E1;1.375896544E1;1.158097709E2;6.093290806E0;8.261041260E1;5.153343201E0;3.000000000E0
5.788137555E1;5.104640063E1;1.375905277E1;1.157626763E2;6.152382374E0;8.344850922E1;4.638341427E0;3.000000000E0
5.888138955E1;5.104640743E1;1.375914119E1;1.157430990E2;6.187093735E0;8.258683014E1;4.638515472E0;3.000000000E0
5.988140655E1;5.104641600E1;1.375922258E1;1.157897857E2;6.192395687E0;8.158218384E1;4.638689518E0;3.000000000E0
6.088142055E1;5.104642602E1;1.375930656E1;1.158795506E2;6.194684505E0;8.232519531E1;4.638863087E0;3.000000000E0
6.188143655E1;5.104643494E1;1.375939526E1;1.158767360E2;6.286577225E0;8.294989777E1;4.459856987E0;3.000000000E0
6.288145554E1;5.104644176E1;1.375948598E1;1.157624673E2;6.204425335E0;8.282438660E1;4.460133553E0;3.000000000E0
6.388146054E1;5.104644809E1;1.375957210E1;1.158052605E2;6.152605057E0;8.328289032E1;4.470234871E0;3.000000000E0
6.488148454E1;5.104645537E1;1.375966036E1;1.158158270E2;6.151918888E0;8.351224518E1;4.470411301E0;3.000000000E0
6.588150254E1;5.104646180E1;1.375974817E1;1.157850161E2;6.166224957E0;8.398197174E1;3.838005304E0;3.000000000E0
6.688151254E1;5.104647003E1;1.375983624E1;1.160460017E2;6.123194218E0;8.291017914E1;3.818665981E0;3.000000000E0
6.788152954E1;5.104647823E1;1.375992416E1;1.162069631E2;6.157198429E0;8.305918884E1;3.818815708E0;3.000000000E0
6.888154654E1;5.104648733E1;1.376001159E1;1.166168797E2;6.172321320E0;8.328724670E1;4.467967987E0;3.000000000E0
6.988156155E1;5.104649043E1;1.376010353E1;1.165238595E2;6.194961071E0;8.491457367E1;3.837835789E0;3.000000000E0
7.088157454E1;5.104649481E1;1.376019257E1;1.164318947E2;6.276211262E0;8.520070648E1;3.837793350E0;3.000000000E0
7.188158955E1;5.104650178E1;1.376028219E1;1.163209697E2;6.191827297E0;8.384815216E1;3.837751389E0;3.000000000E0
7.288160755E1;5.104651016E1;1.376037272E1;1.164022898E2;6.316316605E0;8.152131653E1;4.473336697E0;3.000000000E0
7.388161755E1;5.104651991E1;1.376046507E1;1.164340318E2;6.329677105E0;8.213031769E1;4.473419189E0;3.000000000E0
7.488163754E1;5.104652832E1;1.376055699E1;1.165705584E2;6.412586689E0;8.316855621E1;4.473501205E0;3.000000000E0
7.588165454E1;5.104653578E1;1.376065120E1;1.165768973E2;6.412295818E0;8.437450409E1;4.371570110E0;3.000000000E0
7.688166355E1;5.104654211E1;1.376074272E1;1.166326402E2;6.432411194E0;8.409153748E1;4.375392914E0;3.000000000E0
7.788179755E1;5.104655122E1;1.376083210E1;1.163628433E2;6.459955215E0;8.400740814E1;4.403191090E0;3.000000000E0
7.888169954E1;5.104655907E1;1.376092551E1;1.160750365E2;6.436775684E0;8.277675629E1;3.837459564E0;3.000000000E0
7.988171455E1;5.104656944E1;1.376101651E1;1.160067684E2;6.374436378E0;8.458731842E1;3.837418795E0;3.000000000E0
8.088172854E1;5.104657637E1;1.376110960E1;1.157677529E2;6.455396175E0;8.337100983E1;4.353722572E0;3.000000000E0
8.188174654E1;5.104658540E1;1.376120408E1;1.160275398E2;6.570516586E0;8.171731567E1;5.348916531E0;3.000000000E0
8.288176154E1;5.104659296E1;1.376129330E1;1.159623762E2;6.485088348E0;8.363724518E1;4.474156380E0;3.000000000E0
8.388177555E1;5.104659925E1;1.376138434E1;1.161462331E2;6.452528477E0;8.407135773E1;4.373891354E0;3.000000000E0
8.488179054E1;5.104660611E1;1.376147393E1;1.166927014E2;6.423714638E0;8.519065857E1;5.493030548E0;3.000000000E0
8.588180654E1;5.104660592E1;1.376156231E1;1.168675695E2;6.449131966E0;8.507884979E1;6.239117622E0;3.000000000E0
8.688182155E1;5.104660963E1;1.376165861E1;1.165093661E2;6.383305073E0;8.408841705E1;6.474312782E0;3.000000000E0
8.788183855E1;5.104661858E1;1.376175391E1;1.162251812E2;6.408496380E0;8.359326172E1;4.605082512E0;3.000000000E0
8.888185754E1;5.104662726E1;1.376185396E1;1.156497633E2;6.365143776E0;8.432761383E1;4.474639893E0;3.000000000E0
8.988186954E1;5.104663193E1;1.376194510E1;1.156370777E2;6.200795650E0;8.433929443E1;4.643940926E0;3.000000000E0
9.088188554E1;5.104663867E1;1.376203237E1;1.154341384E2;6.248242378E0;8.665750885E1;4.644116879E0;3.000000000E0
9.188189554E1;5.104664411E1;1.376212565E1;1.154818457E2;6.190306187E0;8.606893158E1;4.468162060E0;3.000000000E0
9.288191354E1;5.104664595E1;1.376221525E1;1.156110869E2;6.196746826E0;8.508560944E1;3.836890221E0;3.000000000E0
9.388193054E1;5.104664856E1;1.376230324E1;1.155243153E2;6.274997711E0;8.593807983E1;3.836850166E0;3.000000000E0
9.488194754E1;5.104665400E1;1.376239264E1;1.155384416E2;6.254246712E0;8.558222961E1;3.836810112E0;3.000000000E0
9.588195555E1;5.104666255E1;1.376248393E1;1.158576837E2;6.438425064E0;8.328809357E1;3.796896935E0;3.000000000E0
9.688197755E1;5.104667039E1;1.376257719E1;1.158316323E2;6.448671818E0;8.369147491E1;4.188592434E0;3.000000000E0
9.788199055E1;5.104667994E1;1.376266754E1;1.160185284E2;6.321060181E0;8.076405334E1;4.188653469E0;3.000000000E0
9.888200655E1;5.104669314E1;1.376275553E1;1.166132715E2;6.158924580E0;8.205870819E1;4.188714981E0;3.000000000E0
9.988202355E1;5.104670321E1;1.376284614E1;1.168963638E2;6.218455315E0;8.309677887E1;4.188776493E0;3.000000000E0
1.008820385E2;5.104670982E1;1.376293702E1;1.170561540E2;6.354679585E0;8.440782166E1;4.188838482E0;3.000000000E0
1.018820505E2;5.104671636E1;1.376302669E1;1.171866228E2;6.455960274E0;8.187975311E1;4.188900471E0;3.000000000E0
1.028820625E2;5.104672732E1;1.376311671E1;1.169586511E2;6.523567677E0;8.124415588E1;4.188962936E0;3.000000000E0
1.038820815E2;5.104673767E1;1.376320923E1;1.170204874E2;6.408824444E0;8.216162872E1;4.189024925E0;3.000000000E0
1.048821405E2;5.104674807E1;1.376329963E1;1.170974078E2;6.353046894E0;8.148010254E1;4.189087868E0;3.000000000E0
1.058821115E2;5.104675955E1;1.376339393E1;1.170027706E2;6.571596622E0;8.251854706E1;4.189149857E0;3.000000000E0
1.068821335E2;5.104677087E1;1.376348962E1;1.171544712E2;6.813411236E0;8.067971039E1;4.189212799E0;3.000000000E0
1.078821455E2;5.104678268E1;1.376358357E1;1.175161661E2;6.737123966E0;7.973686218E1;4.189276218E0;3.000000000E0
1.088821595E2;5.104679341E1;1.376367790E1;1.175419533E2;6.727638245E0;8.057849121E1;4.189339161E0;3.000000000E0
1.098821765E2;5.104680390E1;1.376377302E1;1.176303092E2;6.598735332E0;8.094686127E1;4.189402103E0;3.000000000E0
1.108821915E2;5.104681117E1;1.376386422E1;1.177574610E2;6.574484348E0;8.222846985E1;4.189465523E0;3.000000000E0
1.118822065E2;5.104681830E1;1.376395510E1;1.179054476E2;6.555696487E0;8.268998718E1;4.189528942E0;3.000000000E0
1.128822255E2;5.104682973E1;1.376404931E1;1.183454841E2;6.609166145E0;8.113613892E1;4.189592361E0;3.000000000E0
1.138822485E2;5.104683969E1;1.376414575E1;1.186590430E2;6.580452919E0;8.181298828E1;4.484628677E0;3.000000000E0
1.148822525E2;5.104684926E1;1.376424113E1;1.188587913E2;6.618881226E0;8.220838928E1;4.484839439E0;3.000000000E0
1.158822735E2;5.104685457E1;1.376433458E1;1.188636771E2;6.554599285E0;8.262023163E1;4.485050678E0;3.000000000E0
1.168822865E2;5.104686039E1;1.376442970E1;1.188379408E2;6.442636490E0;8.364184570E1;4.485261917E0;3.000000000E0
1.178822975E2;5.104686514E1;1.376452291E1;1.187400450E2;6.471292973E0;8.370912933E1;4.485473156E0;3.000000000E0
1.188823185E2;5.104687380E1;1.376461554E1;1.186252388E2;6.492059231E0;8.308101654E1;4.614303589E0;3.000000000E0
1.198823375E2;5.104687897E1;1.376470576E1;1.182210688E2;6.426163197E0;8.370435333E1;4.649265289E0;3.000000000E0
1.208823445E2;5.104688737E1;1.376479769E1;1.182493659E2;6.271821022E0;8.180155945E1;4.223787785E0;3.000000000E0
1.218823675E2;5.104689604E1;1.376488643E1;1.181305071E2;6.239370346E0;8.048986053E1;4.016673565E0;3.000000000E0
1.228823815E2;5.104690756E1;1.376497729E1;1.176457545E2;6.295841217E0;7.847387695E1;4.016660213E0;3.000000000E0
1.238823935E2;5.104692143E1;1.376506159E1;1.174342512E2;6.192457676E0;8.048860168E1;4.016646385E0;3.000000000E0
1.248824105E2;5.104692756E1;1.376514867E1;1.171249737E2;5.979862213E0;8.358185577E1;4.016633511E0;3.000000000E0
1.258824305E2;5.104693620E1;1.376522698E1;1.169317556E2;5.372474194E0;7.234115601E1;4.199045658E0;3.000000000E0
1.268824445E2;5.104695019E1;1.376528559E1;1.163008620E2;5.062248707E0;5.374707031E1;4.198927879E0;3.000000000E0
1.278824605E2;5.104698555E1;1.376533070E1;1.161397620E2;4.880945683E0;3.310628891E1;4.872141838E0;3.000000000E0
1.288824735E2;5.104703947E1;1.376535951E1;1.151751207E2;5.344639301E0;1.548612881E1;4.819108009E0;3.000000000E0
1.298824895E2;5.104710139E1;1.376536411E1;1.154427091E2;5.522851944E0;3.580885620E2;4.818786621E0;3.000000000E0
1.308825055E2;5.104716526E1;1.376533999E1;1.154960862E2;5.939111710E0;3.572478027E2;4.321531773E0;3.000000000E0
1.318825325E2;5.104722861E1;1.376532212E1;1.157702123E2;5.850920677E0;3.582453918E2;6.699571609E0;3.000000000E0
1.328825385E2;5.104728372E1;1.376530987E1;1.162334070E2;6.136392593E0;3.599553223E2;6.699014187E0;3.000000000E0
1.338825725E2;5.104734066E1;1.376530365E1;1.164210823E2;6.223226547E0;3.591893005E2;4.382035732E0;3.000000000E0
1.348825675E2;5.104739790E1;1.376530003E1;1.162256552E2;6.179382801E0;3.594327087E2;4.381974697E0;3.000000000E0
1.358825845E2;5.104745433E1;1.376529548E1;1.161252610E2;6.293116570E0;1.041084647E0;4.001375198E0;3.000000000E0
1.368825965E2;5.104750851E1;1.376529393E1;1.162443974E2;6.248838902E0;3.257081032E0;4.054943562E0;3.000000000E0
1.378826135E2;5.104756045E1;1.376529868E1;1.162370611E2;6.363406658E0;7.310275555E0;4.086249352E0;3.000000000E0
1.388826305E2;5.104761502E1;1.376531290E1;1.161837438E2;6.399152756E0;1.001672554E1;4.001604557E0;3.000000000E0
1.398826455E2;5.104767406E1;1.376532624E1;1.164384968E2;6.487340927E0;1.012058640E1;4.117954254E0;3.000000000E0
1.408826575E2;5.104773500E1;1.376533608E1;1.168686007E2;6.501168251E0;1.030432987E1;4.117919445E0;3.000000000E0
1.418826755E2;5.104779142E1;1.376534843E1;1.172089859E2;6.534194946E0;1.011148643E1;4.117884636E0;3.000000000E0
1.428826925E2;5.104785157E1;1.376536785E1;1.173026059E2;6.540416718E0;1.133884907E1;4.227905273E0;3.000000000E0
1.438827045E2;5.104790643E1;1.376538363E1;1.173260175E2;6.474770546E0;1.120159054E1;4.117815971E0;3.000000000E0
1.448827245E2;5.104796695E1;1.376540463E1;1.168265456E2;6.387185097E0;1.251750088E1;4.117781639E0;3.000000000E0
1.458827385E2;5.104802706E1;1.376543020E1;1.164199681E2;6.237262726E0;1.309476948E1;4.227996349E0;3.000000000E0
1.468827485E2;5.104808239E1;1.376545689E1;1.162993241E2;6.112486362E0;1.277830505E1;4.117714882E0;3.000000000E0
1.478827745E2;5.104814087E1;1.376547814E1;1.159400920E2;5.952596188E0;1.289829445E1;4.228057861E0;3.000000000E0
1.488827885E2;5.104819555E1;1.376550666E1;1.155079750E2;5.875828266E0;2.094362450E1;4.228088379E0;3.000000000E0
1.498827945E2;5.104824407E1;1.376554637E1;1.153362170E2;5.726930141E0;2.936566734E1;4.228119373E0;3.000000000E0
1.508828185E2;5.104828628E1;1.376559415E1;1.150458804E2;5.384954929E0;3.706113052E1;4.228150368E0;3.000000000E0
1.518828315E2;5.104832163E1;1.376564981E1;1.150751418E2;5.413360596E0;5.132406998E1;4.228181362E0;3.000000000E0
1.528828495E2;5.104833663E1;1.376573102E1;1.146319262E2;5.733953953E0;7.076299286E1;4.228212357E0;3.000000000E0
1.538828695E2;5.104833577E1;1.376582362E1;1.147956189E2;5.795544147E0;8.863497925E1;4.228243351E0;3.000000000E0
1.548828785E2;5.104831970E1;1.376591738E1;1.146591098E2;6.212965488E0;1.034087677E2;4.228274345E0;3.000000000E0
1.558828985E2;5.104829968E1;1.376600703E1;1.145224143E2;6.196714401E0;1.042535553E2;5.446471214E0;3.000000000E0
1.568830715E2;5.104827949E1;1.376609725E1;1.144184146E2;6.288679600E0;1.054155045E2;4.228336334E0;3.000000000E0
1.578829215E2;5.104826409E1;1.376618503E1;1.146674189E2;6.376823425E0;1.053104706E2;4.228368282E0;3.000000000E0
1.588829455E2;5.104824879E1;1.376627765E1;1.149596780E2;6.443357944E0;1.051413040E2;4.362517357E0;3.000000000E0
1.598829615E2;5.104823270E1;1.376636672E1;1.150899774E2;6.432011604E0;1.054106216E2;4.362525463E0;3.000000000E0
1.608829795E2;5.104821635E1;1.376645333E1;1.152970460E2;6.411012650E0;1.071479263E2;4.656654835E0;3.000000000E0
1.618830565E2;5.104819281E1;1.376654489E1;1.151984546E2;6.520305157E0;1.099854965E2;4.177430630E0;3.000000000E0
1.628830055E2;5.104817099E1;1.376663346E1;1.153097037E2;6.579226017E0;1.100426407E2;4.117172241E0;3.000000000E0
1.638830275E2;5.104814989E1;1.376672275E1;1.153825896E2;6.528126717E0;1.069884796E2;4.536965370E0;3.000000000E0
1.648830445E2;5.104813300E1;1.376681171E1;1.154254808E2;6.540282249E0;1.040878448E2;4.537188530E0;3.000000000E0
1.658830595E2;5.104811899E1;1.376690565E1;1.153893456E2;6.565803051E0;1.047661057E2;4.537411690E0;3.000000000E0
1.668830725E2;5.104810538E1;1.376699689E1;1.152827535E2;6.533391953E0;1.052548904E2;4.117039680E0;3.000000000E0
1.678830885E2;5.104809282E1;1.376708911E1;1.150893053E2;6.562951088E0;1.048754044E2;4.657935619E0;3.000000000E0
1.688831055E2;5.104808052E1;1.376718204E1;1.150685524E2;6.589830875E0;1.041729355E2;4.658118725E0;3.000000000E0
1.698831225E2;5.104806535E1;1.376727251E1;1.150552307E2;6.545435905E0;1.045482635E2;4.178306580E0;3.000000000E0
1.708831365E2;5.104805217E1;1.376736471E1;1.149633198E2;6.543136597E0;1.049988403E2;4.178416729E0;3.000000000E0
1.718831525E2;5.104803940E1;1.376745625E1;1.152394637E2;6.504319191E0;1.050173950E2;4.178526878E0;3.000000000E0
1.728831685E2;5.104802523E1;1.376754826E1;1.152870303E2;6.592211723E0;1.055610962E2;4.632664680E0;3.000000000E0
1.738831895E2;5.104800722E1;1.376764128E1;1.152471564E2;6.627362251E0;1.060663681E2;4.633007526E0;3.000000000E0
1.748831995E2;5.104799008E1;1.376773287E1;1.151293289E2;6.665689945E0;1.069171524E2;4.633350849E0;3.000000000E0
1.758832195E2;5.104797360E1;1.376782452E1;1.152508803E2;6.573318005E0;1.073262787E2;4.178969383E0;3.000000000E0
1.768832295E2;5.104795758E1;1.376791415E1;1.153715802E2;6.426581860E0;1.061072006E2;4.179080009E0;3.000000000E0
1.778832525E2;5.104794530E1;1.376800085E1;1.156351851E2;6.437963963E0;1.052477188E2;4.179191113E0;3.000000000E0
1.788832705E2;5.104793073E1;1.376808994E1;1.157271833E2;6.523132324E0;1.058616791E2;4.179302216E0;3.000000000E0
1.798832795E2;5.104791633E1;1.376818446E1;1.158721740E2;6.570836067E0;1.052292938E2;4.194216251E0;3.000000000E0
1.808832955E2;5.104790167E1;1.376827971E1;1.158091436E2;6.594559193E0;1.047764206E2;4.642546654E0;3.000000000E0
1.818833075E2;5.104788789E1;1.376837322E1;1.159497248E2;6.589852333E0;1.047477112E2;4.499288082E0;3.000000000E0
1.828833285E2;5.104787293E1;1.376846520E1;1.159459395E2;6.657865047E0;1.055465546E2;4.639634609E0;3.000000000E0
1.838833455E2;5.104785550E1;1.376855516E1;1.158215623E2;6.676106453E0;1.048210144E2;4.499729633E0;3.000000000E0
1.848833625E2;5.104783911E1;1.376864815E1;1.158191894E2;6.642913342E0;1.070965424E2;4.499950409E0;3.000000000E0
1.858833755E2;5.104782165E1;1.376873930E1;1.158917217E2;6.635196209E0;1.062858047E2;4.642565727E0;3.000000000E0
1.868833905E2;5.104780703E1;1.376883399E1;1.158024591E2;6.660200119E0;1.064927597E2;4.642569542E0;3.000000000E0
1.878834065E2;5.104779192E1;1.376892614E1;1.157103784E2;6.714698792E0;1.070226517E2;5.533463478E0;3.000000000E0
1.888834215E2;5.104777283E1;1.376901510E1;1.157994254E2;6.668959618E0;1.075767670E2;4.639726639E0;3.000000000E0
1.898834425E2;5.104775421E1;1.376910538E1;1.158252129E2;6.524534702E0;1.062232819E2;4.639742851E0;3.000000000E0
1.908834555E2;5.104774104E1;1.376919778E1;1.158875484E2;6.400545120E0;1.049069595E2;4.962811947E0;3.000000000E0
1.918834815E2;5.104772326E1;1.376928826E1;1.157718913E2;6.317671299E0;1.066558075E2;4.179660320E0;3.000000000E0
1.928834865E2;5.104770448E1;1.376937712E1;1.157130497E2;6.337055683E0;1.082038727E2;4.962033272E0;3.000000000E0
1.938835045E2;5.104769181E1;1.376947438E1;1.153361199E2;6.348327637E0;1.068581696E2;4.195257187E0;3.000000000E0
1.948835195E2;5.104767663E1;1.376956787E1;1.153491489E2;6.279175758E0;1.083097763E2;4.181095600E0;3.000000000E0
1.958835305E2;5.104765784E1;1.376965715E1;1.154016359E2;6.261094093E0;1.093550644E2;4.181209087E0;3.000000000E0
1.968835515E2;5.104763747E1;1.376974064E1;1.154575039E2;6.213046551E0;1.084946747E2;4.181322098E0;3.000000000E0
1.978835675E2;5.104761844E1;1.376981770E1;1.153587274E2;6.300238132E0;1.117056961E2;4.181435585E0;3.000000000E0
1.988835825E2;5.104758439E1;1.376989617E1;1.147024952E2;6.599772453E0;1.142461853E2;4.181549072E0;3.000000000E0
1.998835995E2;5.104755361E1;1.376997872E1;1.144809119E2;6.551893234E0;1.165174255E2;4.195712090E0;3.000000000E0
2.008836135E2;5.104752435E1;1.377005960E1;1.148156946E2;6.538642883E0;1.180810242E2;4.195788383E0;3.000000000E0
2.018836295E2;5.104749595E1;1.377014335E1;1.150242066E2;6.532059193E0;1.191336746E2;4.195864677E0;3.000000000E0
2.028836415E2;5.104746973E1;1.377022968E1;1.146602423E2;6.605356693E0;1.222391434E2;4.195941925E0;3.000000000E0
2.038836735E2;5.104743868E1;1.377031153E1;1.145121333E2;6.554820538E0;1.230451050E2;4.182118893E0;3.000000000E0
2.048836785E2;5.104740544E1;1.377039091E1;1.143750914E2;6.486713886E0;1.224679718E2;4.182232857E0;3.000000000E0
2.058836975E2;5.104737122E1;1.377046837E1;1.145935898E2;6.545960903E0;1.211932755E2;4.182347775E0;3.000000000E0
2.068837085E2;5.104734009E1;1.377054707E1;1.150889886E2;6.580304623E0;1.173990021E2;4.182462215E0;3.000000000E0
2.078837275E2;5.104731465E1;1.377062914E1;1.156701518E2;6.525393963E0;1.154571609E2;4.644713879E0;3.000000000E0
2.088837415E2;5.104729302E1;1.377071570E1;1.158452738E2;6.543314934E0;1.152004395E2;4.642705917E0;3.000000000E0
2.098837595E2;5.104726459E1;1.377079690E1;1.159607882E2;6.569602013E0;1.157227097E2;5.526832581E0;3.000000000E0
2.108837765E2;5.104723269E1;1.377087702E1;1.159972131E2;6.476091862E0;1.191913071E2;5.526533127E0;3.000000000E0
2.118837915E2;5.104720458E1;1.377096789E1;1.160708709E2;6.434617043E0;1.216954880E2;5.526232243E0;3.000000000E0
2.128838095E2;5.104717522E1;1.377104368E1;1.161706223E2;6.168213844E0;1.223825531E2;7.237397194E0;3.000000000E0
2.138838325E2;5.104714738E1;1.377111382E1;1.160507633E2;6.023634434E0;1.232890244E2;6.284557343E0;3.000000000E0
2.148838375E2;5.104711939E1;1.377118630E1;1.160677441E2;5.700823784E0;1.213871460E2;6.284098148E0;3.000000000E0
2.158838545E2;5.104709724E1;1.377126044E1;1.160345394E2;5.548164845E0;1.198705750E2;6.325757504E0;3.000000000E0
2.168838715E2;5.104707831E1;1.377133022E1;1.163274941E2;4.911822319E0;1.229062042E2;6.283189774E0;3.000000000E0
2.178838865E2;5.104705943E1;1.377138696E1;1.164666900E2;4.143947601E0;1.262792969E2;6.552371025E0;3.000000000E0
